Ax,Ay,Az,Gx,Gy,Gz
0.4784688995215311,0.5695695695695695,0.6181181181181181,0.5063937771421595,0.4889355913284615,0.0
0.5337586390217969,0.4947447447447446,0.7542542542542542,0.5002738196975774,0.4973437745260478,0.5012505014214207
0.4391281233386496,0.4034034034034033,0.9129129129129128,0.0,1.0,1.0
0.1283891547049441,0.2990490490490489,0.8863863863863863,0.0,0.0,0.0
0.1512493354598618,0.1829329329329329,0.3886386386386386,1.0,0.0,0.0
0.5337586390217969,0.4947447447447446,0.7540040040040039,0.500381952317003,0.4974519071454732,0.5012505014214207
0.4678362573099415,0.4456956956956956,0.7525025025025025,0.4972984285888693,0.4953921551528681,0.5678793798071053
0.0925039872408293,0.7782782782782782,0.200950950950951,1.0,0.004822366011476,0.0
0.6161616161616161,0.0190190190190189,1.0,0.7865043514658946,0.9978635087290928,0.0188011231839824
0.6988304093567251,0.4229229229229228,0.5377877877877878,0.9850899070408288,0.0,0.2024626332036905
0.5175438596491229,0.4191691691691691,0.7587587587587588,0.0,0.4704396811831801,0.4394300364511572
0.4688995215311005,0.5650650650650649,0.7617617617617617,0.500151734482097,0.495559586305527,0.3648970124003697
0.4768740031897927,0.4869869869869869,0.7114614614614614,0.5020597519926051,0.4974065612082948,0.2229572527338367
0.44896331738437,0.5437937937937937,0.755005005005005,0.4961543157123672,0.4933306590857561,0.3969914714756614
0.1791600212652844,0.4229229229229228,0.5935935935935935,0.3757015539703856,0.9325775677136928,0.5018609274988227
0.0156831472620946,0.0090090090090089,0.8563563563563563,0.038273715053107,1.0,1.0
0.5340244550770866,0.4949949949949949,0.7542542542542542,0.5003348623053177,0.4973298219299928,0.501297591433106
0.0,0.627127127127127,0.5988488488488488,0.3162303573608664,0.1393759701414444,0.0
0.5337586390217969,0.4949949949949949,0.7540040040040039,0.5002598671015226,0.4973437745260478,0.5012818947625443
0.5603402445507709,0.3993993993993993,0.3761261261261261,0.0,0.4469853672148874,0.546010429565551
0.7644869750132908,0.2877877877877877,1.0,0.0,0.5075396340931685,0.0690845352913476
0.0515683147262094,0.0,1.0,0.1972583148752115,1.0,0.4916982053473324
0.6472620946305156,0.4189189189189188,0.4019019019019019,0.780811692275494,0.0,0.4084814343268744
0.5337586390217969,0.4947447447447446,0.7537537537537538,0.5003662556464412,0.4972984285888693,0.5013586340408462
0.5606060606060607,0.7032032032032031,0.842092092092092,0.0,0.5119643511170797,0.3846905139787572
0.626528442317916,0.3733733733733733,0.4221721721721722,0.0,0.3878804262518094,0.4119922563091895
0.7022860180754917,0.7247247247247246,0.8363363363363363,0.3635087290929069,1.0,0.2670928022045101
0.2934609250398724,0.9454454454454452,0.4306806806806806,0.6868217730261437,1.0,0.0081797094371871
0.2293992557150452,0.4346846846846846,0.5565565565565566,0.5410816750091564,0.0,0.4539442244972705
0.2134502923976608,0.0,1.0,0.0,1.0,0.4340582869700193
0.5637958532695375,0.6236236236236236,0.9186686686686686,0.0021050979297835,0.5393428327258141,0.4585520693444024
0.1733120680489101,0.3713713713713713,0.4982482482482482,0.6423060153129742,0.3241362471004761,0.4957723633953642
0.5340244550770866,0.4947447447447446,0.7542542542542542,0.500305213038701,0.4973751678671713,0.5012818947625443
0.5337586390217969,0.4949949949949949,0.7542542542542542,0.5003348623053177,0.4974205138043497,0.5012505014214207
0.1368952684742158,0.1886886886886886,0.8203203203203202,0.0030974763241886,0.1878124073460418,0.2603624186825261
0.5435938330675173,0.5272772772772771,0.6589089089089089,0.5027312206777473,0.4861276313724122,0.0
0.4681020733652312,0.4897397397397396,0.7565065065065064,0.5025794861956503,0.4978949020702164,0.5146502258576486
0.3484848484848485,0.5232732732732732,0.9697197197197196,0.00405846137747,0.0712820691699949,0.0
0.0,0.0,0.93018018018018,0.8406177511903308,0.0141008423879868,0.0
0.5334928229665071,0.4949949949949949,0.7545045045045045,0.5003209097092628,0.4973141252594311,0.501220852154804
0.575491759702286,0.4344344344344343,1.0,0.957270174581858,0.2946823168285749,0.6924219962676805
0.2961190855927698,0.4471971971971971,0.5685685685685685,0.1680956450459563,1.0,0.6124090901163297
0.2488038277511962,0.4126626626626626,0.523023023023023,0.6206969321729424,0.0068053787257791,0.6094336990076216
0.2028176501860712,0.387137137137137,0.5077577577577578,0.5713134625111185,0.0066693409142438,0.4589479742574602
0.0,0.7322322322322321,0.3230730730730731,1.0,0.0,0.0
0.4558745348219032,0.0002502502502502,1.0,0.0083314439192842,1.0,0.0136438948671887
0.0,0.1719219219219218,0.6041041041041041,1.0,0.0,0.0
0.7341839447102605,0.522022022022022,0.537037037037037,0.9998482655179028,0.0,0.2919214468842109
0.5457203615098352,0.7049549549549549,0.745995995995996,0.0,0.5732511292882432,0.3242740289865183
0.0,0.9529529529529528,0.0002502502502502,1.0,0.1881176203847428,0.0
0.5340244550770866,0.4949949949949949,0.7542542542542542,0.5003662556464412,0.4973437745260478,0.5012051554842423
0.5534290271132376,0.4609609609609609,0.3808808808808809,1.0,0.6537506322270088,0.8324990843608839
0.5882509303561935,0.5495495495495495,0.694944944944945,0.4953764584823064,0.5033573434257111,1.0
0.2006911217437533,0.3403403403403403,0.9997497497497496,0.0,0.0,0.2712576521268989
0.4335459861775651,0.4687187187187186,0.6413913913913913,0.5039224235659348,0.4934684409717983,0.0070652458273017
0.6610845295055822,0.4209209209209208,0.7532532532532532,0.5002145211643442,0.4974972530826517,0.624938521373633
0.3155236576289207,0.572072072072072,0.6198698698698698,0.6936724976891013,0.0,0.3816226869211853
0.6198830409356725,0.5472972972972971,0.6614114114114114,0.4933306590857561,0.5057223084570173,1.0
0.5337586390217969,0.4947447447447446,0.7540040040040039,0.5002598671015226,0.4973437745260478,0.5011912028881874
0.4117490696438065,1.0,0.279029029029029,0.0009470324572266,1.0,0.9428484224846084
0.5552897395002658,0.5407907907907907,0.6141141141141141,0.6765666149257896,0.0,0.4436123271186145
0.6041998936735778,0.2647647647647647,0.1108608608608608,0.8757172506409474,0.4426652946613879,0.5078134537907459
